"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At"
"spotify:track:3VgQTiiOCA1vAajq8XHWdh","Love Me","spotify:artist:0VEzhZrWBCaoufAiZkjX3G","Marbert Rocel","spotify:album:49GVVdEnAKN1flSb0Tu4bE","Catch A Bird","spotify:artist:0VEzhZrWBCaoufAiZkjX3G","Marbert Rocel","2009-10-23","https://i.scdn.co/image/ab67616d0000b2738f9a73b735c99345e5e29fb6","1","13","326973","https://p.scdn.co/mp3-preview/3431a40ca16b5c04b0406e907a05c9e3c5965d2a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","","2022-03-08T15:53:49Z"
"spotify:track:0ZzdUkZY5QDuH7vze5RkFT","Soul Shadows - Edit","spotify:artist:3Bhgbs9kIwl8SuU0eIqN6b, spotify:artist:1ThoqLcyIYvZn7iWbj8fsj","The Crusaders, Bill Withers","spotify:album:49oDv0OMQgI3bZvY5AshBQ","Gold","spotify:artist:3Bhgbs9kIwl8SuU0eIqN6b","The Crusaders","2007","https://i.scdn.co/image/ab67616d0000b273aa9581deca4c9593c71feb04","2","11","384346","","false","27","","2022-03-08T13:29:43Z"
"spotify:track:4t2OeILB07eMGTXSUbMPEu","Oxytocin","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","spotify:album:0JGOiO34nwfUdDrD612dOp","Happier Than Ever","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","2021-07-30","https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e","1","5","210232","","false","72","","2022-03-07T15:38:05Z"
"spotify:track:559261quLx4Iuiz1PjmvgY","You Look Certain (I’m Not So Sure)","spotify:artist:3NUtpWpGDoffm3RCGhSHtl, spotify:artist:19WKgM9hPs6GwwBciAyxYF","Mount Kimbie, Andrea Balency","spotify:album:54FblbvyHNrWeAuEJqnyit","Love What Survives","spotify:artist:3NUtpWpGDoffm3RCGhSHtl","Mount Kimbie","2017-09-08","https://i.scdn.co/image/ab67616d0000b273ef0e291a1bcffecf12f8cb16","1","6","202260","https://p.scdn.co/mp3-preview/eb0fda7df3139d22e53092e9665a8506cc38bbb7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","","2022-03-07T15:17:45Z"
"spotify:track:1cjwmz8usNrrtkNCbzN2sS","Hello Like Before","spotify:artist:1ThoqLcyIYvZn7iWbj8fsj","Bill Withers","spotify:album:36qxAJDnXvbjD2UVAkawwZ","The Essential Bill Withers","spotify:artist:1ThoqLcyIYvZn7iWbj8fsj","Bill Withers","2013-08-20","https://i.scdn.co/image/ab67616d0000b273351dac819b0fdd6066d3832b","2","3","329573","https://p.scdn.co/mp3-preview/3c3ed9e4ebf9c41218a2ed036c652ccf9b749fed?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","","2022-03-07T11:39:48Z"
"spotify:track:4u5caeri2MC9V32n9OBuZT","I Can't Write Left-Handed - Live at Carnegie Hall, New York, NY - October 1972","spotify:artist:1ThoqLcyIYvZn7iWbj8fsj","Bill Withers","spotify:album:0Stnb66v5cibvR22sFdLYx","Bill Withers Live At Carnegie Hall","spotify:artist:1ThoqLcyIYvZn7iWbj8fsj","Bill Withers","1973-04-21","https://i.scdn.co/image/ab67616d0000b27350b10d78af31493bc9616a8a","1","9","403666","https://p.scdn.co/mp3-preview/44b53a55bb9228dd7dc00fa720a3a7df611067f4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","","2022-03-07T11:25:46Z"
"spotify:track:58ztypYrDVeA4XOKxBbmGF","Mother Culture","spotify:artist:1KzHbhbPxLtkD0eDP9Z8PK","Avast","spotify:album:4QY98SpxKfKkpyb4q0nD0V","Mother Culture","spotify:artist:1KzHbhbPxLtkD0eDP9Z8PK","Avast","2018-10-26","https://i.scdn.co/image/ab67616d0000b2735007fe83e5894b6f76f2507c","1","1","537626","","false","0","","2022-03-07T07:15:31Z"
"spotify:track:3wtWoW9xUydoMYfOJwtxcR","Над гробом ветхим","spotify:artist:55yb826YWt5OiJXGY5s6gq","Путь","spotify:album:4CW4B7pOQi7rUEvNI21iQq","Песни смерти","spotify:artist:55yb826YWt5OiJXGY5s6gq","Путь","2018-12-09","https://i.scdn.co/image/ab67616d0000b27388b198b870196db2c0715f35","1","5","360414","https://p.scdn.co/mp3-preview/10e89e898a66b326bc1ed963f5b7138ebcad1efd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","19","","2022-03-06T08:03:58Z"
"spotify:track:5pkC7Z4iKPYq92NafxFjB5","Leaving - Live from Studio S2","spotify:artist:14YzutUdMwS9yTnI0IFBaD","Hania Rani","spotify:album:0uGcqYkVnRk5CFkLiPnzBb","Leaving (Live from Studio S2)","spotify:artist:14YzutUdMwS9yTnI0IFBaD","Hania Rani","2022-01-07","https://i.scdn.co/image/ab67616d0000b273c6d191cc9580271233bfa59b","1","1","390558","","false","2","","2022-03-05T15:49:46Z"
"spotify:track:0jbGm0dpPUnr8omDSpLKW6","Mauvaise journée","spotify:artist:5j4HeCoUlzhfWtjAfM1acR","Stromae","spotify:album:5JY3b9cELQsoG7D5TJMOgw","Multitude","spotify:artist:5j4HeCoUlzhfWtjAfM1acR","Stromae","2022-03-03","https://i.scdn.co/image/ab67616d0000b27331d6b27ffaa0b2f89234698a","1","11","187680","","false","59","","2022-03-05T13:20:06Z"
"spotify:track:123T0U6IPfDcGPgXNZSB6k","Песни нелюбимых","spotify:artist:2rnZ3TYlGce0bg2ogrtShe","Борис Гребенщиков","spotify:album:7FnsFgvIhI2JaCNoBwC1B0","Время N","spotify:artist:2rnZ3TYlGce0bg2ogrtShe","Борис Гребенщиков","2018-02-16","https://i.scdn.co/image/ab67616d0000b2731bf00c8d1fb6b32e07d6fbab","1","5","197226","https://p.scdn.co/mp3-preview/a3859d5499189fe4b443dd84b77f1236cf9e8c9e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","","2022-03-05T02:54:10Z"
"spotify:track:4vK8rywpgdYYmEu6YcXr5x","На ржавом ветру","spotify:artist:2rnZ3TYlGce0bg2ogrtShe","Борис Гребенщиков","spotify:album:7FnsFgvIhI2JaCNoBwC1B0","Время N","spotify:artist:2rnZ3TYlGce0bg2ogrtShe","Борис Гребенщиков","2018-02-16","https://i.scdn.co/image/ab67616d0000b2731bf00c8d1fb6b32e07d6fbab","1","4","181960","https://p.scdn.co/mp3-preview/b1897d9fd047a8e6351c83f7f76a66b86fd625a9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","19","","2022-03-05T02:52:05Z"
"spotify:track:1CsuHmKOfCYxPoO4xjlAWV","L’enfer","spotify:artist:5j4HeCoUlzhfWtjAfM1acR","Stromae","spotify:album:5JY3b9cELQsoG7D5TJMOgw","Multitude","spotify:artist:5j4HeCoUlzhfWtjAfM1acR","Stromae","2022-03-03","https://i.scdn.co/image/ab67616d0000b27331d6b27ffaa0b2f89234698a","1","5","189720","","false","65","","2022-03-04T12:36:14Z"
"spotify:track:1bAZV1EBTRi9t1cVg75i8t","I Want Wind to Blow","spotify:artist:7Ht57YadlBXcFJDK3plmhO","The Microphones","spotify:album:6QYoRO2sXThCORAifrP4Bl","The Glow, Pt. 2","spotify:artist:7Ht57YadlBXcFJDK3plmhO","The Microphones","2001-09-11","https://i.scdn.co/image/ab67616d0000b27300c91ccec6800014b8513717","1","1","332880","https://p.scdn.co/mp3-preview/3504a6d060c09087f1f15d0c3682da2a1e12970e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","","2022-03-04T03:39:01Z"
"spotify:track:34b3a3Pz9Jlz0092LMyNAB","What's Going On","spotify:artist:3koiLjNrgRTNbOwViDipeA","Marvin Gaye","spotify:album:3P9Pzn7O4Zsr3tsCSsx7Uk","What's Going On - 40th Anniversary (Super Deluxe)","spotify:artist:3koiLjNrgRTNbOwViDipeA","Marvin Gaye","1971-05-21","https://i.scdn.co/image/ab67616d0000b273ebd0b8baa57a95925425769c","1","1","232600","","false","1","","2022-03-04T02:51:59Z"
"spotify:track:6n87nzWTGpNr26NbkNQoVv","Cross The Tracks (We Better Go Back)","spotify:artist:0rDIqnqwAmDPL1gyzoFH9y","Maceo And The Macks","spotify:album:5QsEKmBv0xUFqR4HgZITKu","Funky Good Time: The Anthology","spotify:artist:4lJHGi5dlJmWwFH0JKF6di","The J.B.'s","1995-01-01","https://i.scdn.co/image/ab67616d0000b2731548f1c30e723b1ad15d2b66","2","11","199400","","false","0","","2022-03-03T13:05:07Z"
"spotify:track:3qQVUOHJdgIFWJd0jrG9GE","Doin' It","spotify:artist:2ZvrvbQNrHKwjT7qfGFFUW","Herbie Hancock","spotify:album:13rwtqLWF1jl1NEDhgbYsw","Secrets","spotify:artist:2ZvrvbQNrHKwjT7qfGFFUW","Herbie Hancock","1976-08","https://i.scdn.co/image/ab67616d0000b2731b9794b4afff82d30eb49e3d","1","1","482720","https://p.scdn.co/mp3-preview/a74d681aa7364b094b7a9baeb4c311c40148ec73?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","","2022-03-03T11:47:34Z"
"spotify:track:6fNqBgMxJBGhlk5GmUGly6","The Revolution Will Not Be Televised","spotify:artist:0kEfub5RzlZOB2zGomqVSU","Gil Scott-Heron","spotify:album:3HsWjdL2LBJfgHlDFJthHL","Pieces Of A Man","spotify:artist:0kEfub5RzlZOB2zGomqVSU","Gil Scott-Heron","1971","https://i.scdn.co/image/ab67616d0000b273f934d342dbc570343c0f9213","1","1","187346","","false","0","","2022-03-03T11:32:06Z"
"spotify:track:0FFbJzXvag9ZRel7oNa1wU","The Mexican","spotify:artist:0U04xAocTetRnA7v3TYQ2i","Babe Ruth","spotify:album:5RJoCAqiZ5GZzFBFITNCYZ","Grand Slam - The Best Of Babe Ruth","spotify:artist:0U04xAocTetRnA7v3TYQ2i","Babe Ruth","1994-08-30","https://i.scdn.co/image/ab67616d0000b273e3b5869af4d26d07325476af","1","2","205893","https://p.scdn.co/mp3-preview/c30c283c6c5379c1a75098d3b3eba19a1a515966?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","","2022-03-03T02:55:46Z"
"spotify:track:6qH6xP8tzxvZlCcmHit4AL","Inspiration Information","spotify:artist:4YHtIE7FI8ITfekzzN5Jpl","Shuggie Otis","spotify:album:5EvsfavFbWpzcg3VNLQEOF","INSPIRATION INFORMATION","spotify:artist:4YHtIE7FI8ITfekzzN5Jpl","Shuggie Otis","1974","https://i.scdn.co/image/ab67616d0000b273786dd6a3cfcdd09a5e8eafc8","1","1","252293","https://p.scdn.co/mp3-preview/86872bddf8c22becf94ea047b8cdf84673b92edc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","","2022-03-03T02:49:10Z"
"spotify:track:5dtOmL3MyRZMKKQsAo2oTp","Антигерой","spotify:artist:16ZNqMkDZrzd8fTXeN2kUH","Mnogoznaal","spotify:album:2MSC2odgYDcek7C17iF2lz","Антигерой","spotify:artist:16ZNqMkDZrzd8fTXeN2kUH","Mnogoznaal","2019-09-07","https://i.scdn.co/image/ab67616d0000b273e3affc69ebc11c2c8f7387e7","1","1","130898","https://p.scdn.co/mp3-preview/241c8ad4e72ceb492ff05436c4a0cfeb653ea300?cid=9950ac751e34487dbbe027c4fd7f8e99","true","46","","2022-03-02T08:00:18Z"
"spotify:track:2Vy16OMt19FH30uQNTFdLk","THAT'S THAT","spotify:artist:2pAWfrd7WFF3XhVt9GooDL","MF DOOM","spotify:album:2XfBjZ0ZwKMfwYJDX0JR1O","BORN LIKE THIS","spotify:artist:2pAWfrd7WFF3XhVt9GooDL","MF DOOM","2009-03-23","https://i.scdn.co/image/ab67616d0000b27373fcd3730311f6ec3a4326dd","1","14","135066","https://p.scdn.co/mp3-preview/2385cf12d1bea3df736f7d7ce3fc8ae87999f731?cid=9950ac751e34487dbbe027c4fd7f8e99","true","60","","2022-03-02T02:52:54Z"
"spotify:track:21O0XXPEWPtePt5RMY93Ob","All Caps","spotify:artist:2aoFQUeHD1U7pL098lRsDU, spotify:artist:5LhTec3c7dcqBvpLRWbMcf, spotify:artist:2pAWfrd7WFF3XhVt9GooDL","Madvillain, Madlib, MF DOOM","spotify:album:19bQiwEKhXUBJWY6oV3KZk","Madvillainy","spotify:artist:2aoFQUeHD1U7pL098lRsDU, spotify:artist:5LhTec3c7dcqBvpLRWbMcf, spotify:artist:2pAWfrd7WFF3XhVt9GooDL","Madvillain, Madlib, MF DOOM","2004-03-24","https://i.scdn.co/image/ab67616d0000b27374dc897ea75402db37ef239a","1","20","130479","https://p.scdn.co/mp3-preview/561e2b847be498606fe7e537c3c474a1e0e53e95?cid=9950ac751e34487dbbe027c4fd7f8e99","true","69","","2022-03-02T02:42:22Z"
"spotify:track:0d0GGqspmqz8zcA5qMUlYq","South Winds","spotify:artist:2E1jLcUfqd9w2XtybNB2Za","Ihsahn","spotify:album:58Kyna6rwEssbvRxh7c9de","Arktis.","spotify:artist:2E1jLcUfqd9w2XtybNB2Za","Ihsahn","2016-04-08","https://i.scdn.co/image/ab67616d0000b2733f808b1529c3a3368f403c6c","1","4","334791","","false","38","","2022-03-01T15:46:25Z"
"spotify:track:4gwuy8dyF1WQYJlUoItxug","Sirály","spotify:artist:4sgTqbA7htxYkRRJBPZIom","Thy Catafalque","spotify:album:6lneG1IkSB7EQSiow6sRao","Meta","spotify:artist:4sgTqbA7htxYkRRJBPZIom","Thy Catafalque","2016-10-07","https://i.scdn.co/image/ab67616d0000b2738df412ef8920744ec8d828c9","1","2","370980","https://p.scdn.co/mp3-preview/47cdedae3df4c16d3346dfbad2fe23228347b584?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","","2022-03-01T15:18:45Z"
"spotify:track:0xS4rh83LPGLM7JVHaybex","Рижская (1988)","spotify:artist:1oSTzZ38B2gW2M8BEgzRUP, spotify:artist:4ttw8fnOmC5aTcZzFJs0lZ","Янка, Великие Октябри","spotify:album:4CZOuycGlZJ2Ke05Re3jI3","Деклассированным элементам (2018 Edition) [Remastered]","spotify:artist:1oSTzZ38B2gW2M8BEgzRUP, spotify:artist:4ttw8fnOmC5aTcZzFJs0lZ","Янка, Великие Октябри","2018-12-30","https://i.scdn.co/image/ab67616d0000b27391876ca548c3197fedf38338","1","9","132840","https://p.scdn.co/mp3-preview/9807a969ff129f7d67aa03dedfa31241efeed8cd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","","2022-03-01T02:41:52Z"
"spotify:track:6ripTgTnhs9hnD4qaE3Sci","Lake Fantasy","spotify:artist:1cbBzQxiKcZCsit68iTbTJ","Lantlôs","spotify:album:4joaiFXVmxObMdQ0Cj4HGS","Wildhund","spotify:artist:1cbBzQxiKcZCsit68iTbTJ","Lantlôs","2021-07-30","https://i.scdn.co/image/ab67616d0000b2733a1f7424d47d268fe4bee45f","1","1","253531","https://p.scdn.co/mp3-preview/e7d41d688465a517102a28d6dd07ac2c09b5d7fb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","","2022-02-28T15:56:06Z"
"spotify:track:79q5uWgBdbmKUolgLcI9ed","Dying Brokenhearted","spotify:artist:4zDkgQanNydhYIqQwQK9Ct","Empyrium","spotify:album:3ASwhWnEfZ9kjlhGFYWI5R","Where at Night the Wood Grouse Plays","spotify:artist:4zDkgQanNydhYIqQwQK9Ct","Empyrium","1999-05-01","https://i.scdn.co/image/ab67616d0000b2735c8817dfddec00d4395f5d4b","1","2","334773","https://p.scdn.co/mp3-preview/bb538c928dca1617b5127210bf80fdffb6e2907f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","","2022-02-28T15:05:47Z"
"spotify:track:4yMq1tRuyKxHiaoJ3L4n7E","Collaba","spotify:artist:1VZ1TofaV3kj90QJSdg6NG","Иван Дорн","spotify:album:715OPH4HIEXq7hL899g4qh","OTD","spotify:artist:1VZ1TofaV3kj90QJSdg6NG","Иван Дорн","2017-04-14","https://i.scdn.co/image/ab67616d0000b273c5449c8b6172837cda41930b","1","3","357401","","true","13","","2022-02-28T11:46:47Z"
"spotify:track:6LhYvZU30bcHAIRDFzKwzL","The Shepherd","spotify:artist:0cKyWvYnOGpPV2NpulEYf5","Winterfylleth","spotify:album:4bFoOYVrTtiBVv6ZMQV6jL","The Hallowing Of Heirdom","spotify:artist:0cKyWvYnOGpPV2NpulEYf5","Winterfylleth","2018-04-06","https://i.scdn.co/image/ab67616d0000b273d803a2b1e20b13d9e0a8d7db","1","1","457879","","false","33","","2022-02-28T09:27:51Z"
"spotify:track:6sqhgdkVbM90pE6So46xxw","Scion","spotify:artist:18JM3GxQJBQc2fUwicDnsm","Manes","spotify:album:2u5mdxXqQhpT1MXmZ9IBXs","Slow Motion Death Sequence","spotify:artist:18JM3GxQJBQc2fUwicDnsm","Manes","2018-08-24","https://i.scdn.co/image/ab67616d0000b273669b8cc3ba530d1e7bfc028b","1","2","298375","https://p.scdn.co/mp3-preview/2c511c83d8907b6f2e96f6606d2b25d88bb4e6e0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","","2022-02-28T09:05:38Z"
"spotify:track:4ftlXky96PiFb7r1fIJb14","Lethargy","spotify:artist:1MVngxYrcAvKqx3os2rrRE","Lifelover","spotify:album:4VdkvQG7rqRiY17F36fjUk","Dekadens","spotify:artist:1MVngxYrcAvKqx3os2rrRE","Lifelover","2009-10-08","https://i.scdn.co/image/ab67616d0000b2733d139e21e16a04fc1602fc01","1","4","240000","https://p.scdn.co/mp3-preview/75f0a23f4f1b625eb6d2c1733029b59a5d632425?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","","2022-02-27T13:52:15Z"
"spotify:track:1JTPsA05JycIjfc2AC4N6r","Pojan Kiiski","spotify:artist:7jd9BYVXgcRC0yfoC7NGWW","Tenhi","spotify:album:3pn3IfA6OxBXHmz9efnCBE","Saivo","spotify:artist:7jd9BYVXgcRC0yfoC7NGWW","Tenhi","2011-12-02","https://i.scdn.co/image/ab67616d0000b2737ba31771dfad93795ab07f7a","1","2","406000","https://p.scdn.co/mp3-preview/8ce1f9921cfc0cc71d5dc2064f5de8117f1e59e5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","","2022-02-27T13:24:41Z"
"spotify:track:3lgmNuyHtfDSJdJ87TANkT","Ilmestys","spotify:artist:3XFQRe2FsSOjrODygK4caW","Oranssi Pazuzu","spotify:album:0gsk1RGjMrtEDE05s0TZMf","Mestarin kynsi","spotify:artist:3XFQRe2FsSOjrODygK4caW","Oranssi Pazuzu","2020-04-17","https://i.scdn.co/image/ab67616d0000b2739ee0364821e0866eecea16ce","1","1","434746","https://p.scdn.co/mp3-preview/3d5eec84fa87b8afe6acc9e350079b861210576e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","","2022-02-27T13:16:00Z"
"spotify:track:5ysqYsAvGj84pC9xCaipxv","She Stole Him From the Company of God","spotify:artist:77AFvCxg6Rg8BfNHjg7JQ0","DARKPYRAMID","spotify:album:55bnVwHmrlFCBaQV2wRYmh","New Humans","spotify:artist:77AFvCxg6Rg8BfNHjg7JQ0","DARKPYRAMID","2016-09-09","https://i.scdn.co/image/ab67616d0000b273125382da6b6ed72eafe3e60d","1","9","274054","https://p.scdn.co/mp3-preview/2ebb1acd4e4463b7e2b8ffd0ebcd73c15c60668f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","21","","2022-02-27T09:35:16Z"
"spotify:track:2oWwrX6JGdRC4cUnJlYiWF","Rosetti Noise/Chrystal Garden And A Coda","spotify:artist:3uOCouLFR4bVx0XeiQJSbl","Harold Budd","spotify:album:0hWjBUtA4eoFsyh6lygVRN","The Pavilion Of Dreams","spotify:artist:3uOCouLFR4bVx0XeiQJSbl","Harold Budd","1978","https://i.scdn.co/image/ab67616d0000b2730ddb034b48f7e074421e7d9c","1","3","859600","","false","34","","2022-02-26T09:54:42Z"
"spotify:track:27l0OZJtjslEwEulshEQXz","P. S. Сам (Айя)","spotify:artist:7M6ERyNXeDalOonDdWWd6I","Гражданская Оборона","spotify:album:1azXmQ0LQbw23QtPiMWPoR","Долгая счастливая жизнь","spotify:artist:7M6ERyNXeDalOonDdWWd6I","Гражданская Оборона","2004-06-15","https://i.scdn.co/image/ab67616d0000b273fc6ca0161c89a279cf1d2a0e","1","4","255235","https://p.scdn.co/mp3-preview/5a890bff69c6ae98c76175862c1a37428d270ff2?cid=9950ac751e34487dbbe027c4fd7f8e99","true","25","","2022-02-26T09:32:30Z"
"spotify:track:6OMBhRhwg6cnWR9ghrTubA","Я так соскучился","spotify:artist:47jBQjRmURjRn3XfLIaHvV","Порнофильмы","spotify:album:6qOOpX7g5uEw3NhOgmy3iq","В диапазоне между отчаянием и надеждой","spotify:artist:47jBQjRmURjRn3XfLIaHvV","Порнофильмы","2017-09-28","https://i.scdn.co/image/ab67616d0000b273f2988ef9cdf85e92c86c6f73","1","13","408875","https://p.scdn.co/mp3-preview/ba7b660f2e185c8280e42cdeade8d05ca084cc71?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","","2022-02-24T11:01:19Z"
"spotify:track:5UuqE19YF1BROsfXg6V7Wf","Никто не вспомнит","spotify:artist:47jBQjRmURjRn3XfLIaHvV","Порнофильмы","spotify:album:6qOOpX7g5uEw3NhOgmy3iq","В диапазоне между отчаянием и надеждой","spotify:artist:47jBQjRmURjRn3XfLIaHvV","Порнофильмы","2017-09-28","https://i.scdn.co/image/ab67616d0000b273f2988ef9cdf85e92c86c6f73","1","9","360709","https://p.scdn.co/mp3-preview/8d3a906c164e39fd36ae771b11065198785e0983?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","","2022-02-24T10:26:49Z"
"spotify:track:3eG3xPQCzQVL0EAsOHqkAw","На той стороне - на другом берегу","spotify:artist:7M6ERyNXeDalOonDdWWd6I","Гражданская Оборона","spotify:album:1azXmQ0LQbw23QtPiMWPoR","Долгая счастливая жизнь","spotify:artist:7M6ERyNXeDalOonDdWWd6I","Гражданская Оборона","2004-06-15","https://i.scdn.co/image/ab67616d0000b273fc6ca0161c89a279cf1d2a0e","1","13","620088","https://p.scdn.co/mp3-preview/6f7a33c1ea5dd1e073d2fe463e7fe88ead472b18?cid=9950ac751e34487dbbe027c4fd7f8e99","false","11","","2022-02-24T06:10:27Z"
"spotify:track:2r1CHFirclDGcNGlRKKLvK","Вселенская большая любовь","spotify:artist:7M6ERyNXeDalOonDdWWd6I","Гражданская Оборона","spotify:album:1azXmQ0LQbw23QtPiMWPoR","Долгая счастливая жизнь","spotify:artist:7M6ERyNXeDalOonDdWWd6I","Гражданская Оборона","2004-06-15","https://i.scdn.co/image/ab67616d0000b273fc6ca0161c89a279cf1d2a0e","1","10","357746","https://p.scdn.co/mp3-preview/bca0ca99636583e605b26e826768cafbd2928275?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","","2022-02-23T17:04:48Z"
"spotify:track:5Okq0JQlZTnibeIZ5PnUYp","Stay Up","spotify:artist:4HBw9R8cAZF0w58qPgmUme","Medoed.","spotify:album:5SqI4C3T49IJoESP1LGHwt","Sport","spotify:artist:4HBw9R8cAZF0w58qPgmUme","Medoed.","2019-08-26","https://i.scdn.co/image/ab67616d0000b2737d59f4dd026e2e9c56a01c1e","1","2","276819","https://p.scdn.co/mp3-preview/59c266af1a5ca9d1b0fbff4a2bcafcce229870a4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","25","","2022-02-23T15:47:16Z"
"spotify:track:2yNKbAgwrdqRvOi88g1u17","I Hate Everything in My Life and I Never Won't","spotify:artist:07VKGw5BhunkwMnvz71Z1h","Short Fictions","spotify:album:4VOkJxBk4zP9y1Qfwzdm03","There's a Dark Shadow on the Flames of the Burning Sun, Pt. I","spotify:artist:07VKGw5BhunkwMnvz71Z1h","Short Fictions","2018-10-04","https://i.scdn.co/image/ab67616d0000b273b313a446f94ef75096b8597b","1","1","141125","https://p.scdn.co/mp3-preview/e0b7cd5781704dbec0370799610e728fb25e2935?cid=9950ac751e34487dbbe027c4fd7f8e99","false","7","","2022-02-23T12:16:54Z"
"spotify:track:3hAaCXvutknQugsPFogh8H","Sex And Candy","spotify:artist:7AQzXO3NPNQsI7oNu5rC3r","Marcy Playground","spotify:album:3TGtyfwv5KOmHENjkY8TQc","Lunch, Recess & Detention","spotify:artist:7AQzXO3NPNQsI7oNu5rC3r","Marcy Playground","2012-01-01","https://i.scdn.co/image/ab67616d0000b27338f580fe24a5313feb7593a6","1","9","172486","","false","60","","2022-02-23T06:33:20Z"
"spotify:track:5O8L4I2S4izFGDjvP7xAKv","You Know You're Right","spotify:artist:6olE6TJLqED3rqDCT0FyPh","Nirvana","spotify:album:5zBPRXCAc801vyHWoRurNZ","Nirvana","spotify:artist:6olE6TJLqED3rqDCT0FyPh","Nirvana","2002-10-29","https://i.scdn.co/image/ab67616d0000b27356072fea6785a3ad2d24237c","1","1","217000","","false","67","","2022-02-23T06:02:39Z"
"spotify:track:2RTLIQRc8yogHh08waQDVa","I Know It's Over","spotify:artist:3nnQpaTvKb5jCQabZefACI","Jeff Buckley","spotify:album:4pmq7Cvj5fkPcspI8FaqPm","You and I (Expanded Edition)","spotify:artist:3nnQpaTvKb5jCQabZefACI","Jeff Buckley","2016-11-16","https://i.scdn.co/image/ab67616d0000b2739c14f8c136a6cb14fa524341","1","10","424666","https://p.scdn.co/mp3-preview/e0bd4ad96bc434bae11a6e4c31b2790b1cb24a50?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","","2022-02-23T05:17:11Z"
"spotify:track:3MmRfG64qt04Efx9gK9Ec8","Dagger","spotify:artist:72X6FHxaShda0XeQw3vbeF","Slowdive","spotify:album:53eHm1f3sFiSzWMaKOl98Z","Souvlaki","spotify:artist:72X6FHxaShda0XeQw3vbeF","Slowdive","1993","https://i.scdn.co/image/ab67616d0000b273f6e31941d10e4819d290af41","1","10","218253","https://p.scdn.co/mp3-preview/b6a797335e5f59328ba5037660917068e26c428c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","","2022-02-23T05:01:11Z"
"spotify:track:3x3zdepy3au5Uo81WIA9MG","The Will To Death","spotify:artist:7rN3Agir6FaZNfhf5V7mfN","John Frusciante","spotify:album:4LXIiwlsgLPwnlmxTa6F4U","The Will To Death","spotify:artist:7rN3Agir6FaZNfhf5V7mfN","John Frusciante","2004","https://i.scdn.co/image/ab67616d0000b27316f2f88d46c320334011dc25","1","12","228426","https://p.scdn.co/mp3-preview/89d8cf209c050aa488fe01d296320c6d20f55117?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","","2022-02-23T04:56:57Z"
"spotify:track:6BJOhUfE5uZke4qw0akQBr","My Rose by the Sea (Satyr Boy)","spotify:artist:0erhjm5MwzWpFRFuorXLT2","King Dude","spotify:album:3tqQ7YEUfR1IHGM8gbmEOj","Full Virgo Moon","spotify:artist:0erhjm5MwzWpFRFuorXLT2","King Dude","2020-03-13","https://i.scdn.co/image/ab67616d0000b2737a965709ee76b05680f51211","1","2","239057","","false","0","","2022-02-22T16:15:51Z"
"spotify:track:4f8lKA9neJFZbEXM0XUzx7","Who Only Europe Know","spotify:artist:5Y9b87BZjL8FYMFiWfSFAL","Rome","spotify:album:0RdLRsPQdWAf2LpkIDAZDp","Le Ceneri di Heliodoro","spotify:artist:5Y9b87BZjL8FYMFiWfSFAL","Rome","2019-01-18","https://i.scdn.co/image/ab67616d0000b27331269be6ef54f32377292d8b","1","3","219413","https://p.scdn.co/mp3-preview/f9f50ca0f94a5051caa143ce2bf6c5def1931deb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","","2022-02-22T15:47:02Z"
